MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
124104,,"A romantic retreat",,,,,50.66884,-4.76138,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124104,10/2/2018,1/27/2022
124105,,"A changing coastline",,,,,50.66915,-4.76048,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124105,10/2/2018,1/27/2022
124107,,"Excavations and discoveries",,,,,50.66842,-4.76001,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124107,10/2/2018,1/27/2022
124109,,"Where history meets legend",,,,,50.66835,-4.75852,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124109,10/2/2018,1/27/2022
124110,,"The Haven",,,,,50.66842,-4.75829,,"Tintagel",,"Cornwall","England","It can be reached from Castle Road, 0.6 kilometers west of Atlantic Road, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=124110,10/2/2018,1/27/2022
124122,,"gorseth kernow",,,,,50.63760,-4.36248,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124122,10/2/2018,1/27/2022
124125,,"Saint Cuthbert Mayne",,,,,50.63761,-4.36254,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124125,10/2/2018,1/27/2022
124126,,"The Castle Courtyard in the 13th Century",,,,,50.63704,-4.36240,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124126,10/2/2018,1/27/2022
124128,,"Moote Hall",,,,,50.63664,-4.36256,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124128,10/2/2018,1/27/2022
124129,,"Kitchen",,,,,50.63664,-4.36272,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124129,10/2/2018,1/27/2022
124176,,"South Gatehouse",,,,,50.63650,-4.36241,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124176,10/3/2018,1/27/2022
124177,,"Launceston War Memorial",,,,,50.63679,-4.36069,,"Launceston",,"Cornwall","England","It is at the intersection of Broad Street and High Street, on the left when traveling north on Broad Street. ",,https://www.hmdb.org/m.asp?m=124177,10/3/2018,1/27/2022
124178,,"The development of the Castle",,,,,50.63717,-4.36177,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124178,10/3/2018,1/27/2022
124179,,"The Keep",,,,,50.63699,-4.36155,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124179,10/3/2018,1/27/2022
124180,,"Shell Keep",,,,,50.63754,-4.36124,,"Launceston",,"Cornwall","England","It can be reached from the intersection of Western Road and Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124180,10/3/2018,1/27/2022
124203,,"The Earl’s Chamber",,,,,50.63756,-4.36130,,"Launceston",,"Cornwall","England","It is at the intersection of Western Road and Dockey, on the left when traveling north on Western Road. ",,https://www.hmdb.org/m.asp?m=124203,10/3/2018,1/27/2022
124205,,"The Landscape",,,,,50.63760,-4.36134,,"Launceston",,"Cornwall","England","It can be reached from Western Road close to  Dockey, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124205,10/3/2018,1/27/2022
124206,,"The Gate",,,,,50.63747,-4.36143,,"Launceston",,"Cornwall","England","It is at the intersection of Western Road and Dockey, on the left when traveling north on Western Road. ",,https://www.hmdb.org/m.asp?m=124206,10/3/2018,1/27/2022
124232,,"Bodmin War Memorial",,,,,50.46930,-4.71634,,"Bodmin",,"Cornwall","England","It can be reached from St Nicholas Street (England Route B3268) close to  Fore Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124232,10/4/2018,1/27/2022
124233,,"Duke of Cornwall Light Infantry Memorial",,,,,50.46546,-4.71536,,"Bodmin",,"Cornwall","England","It is at the intersection of St Nicholas Street (England Route B3268) and Castle Canyke Road, on the right when traveling north on St Nicholas Street. ",,https://www.hmdb.org/m.asp?m=124233,10/4/2018,12/15/2024
124236,,"U.S. Army 29th Infantry Division Memorial",,,1988,,50.46535,-4.71514,,"Bodmin",,"Cornwall","England","It is at the intersection of St Nicholas Street (England Route B3268) and Castle Canyke Road, on the right when traveling north on St Nicholas Street. ",,https://www.hmdb.org/m.asp?m=124236,10/4/2018,12/13/2024
124237,,"Bodmin Militia Stores Keep",,,,,50.46531,-4.71518,,"Bodmin",,"Cornwall","England","It is on St Nicholas Street (England Route B3268) close to  Castle Canyke Road, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124237,10/4/2018,12/12/2024
124239,,"RAF Linguists Association",,,,,50.46540,-4.71508,,"Bodmin",,"Cornwall","England","It is at the intersection of St Nicholas Street (England Route B3268) and Castle Canyke Road, on the right when traveling north on St Nicholas Street. ",,https://www.hmdb.org/m.asp?m=124239,10/4/2018,12/11/2024
124240,,"Bodmin Beacon",,,1857,,50.46531,-4.72410,,"Bodmin",,"Cornwall","England","It is at the intersection of Barn Lane and Robartes Road, on the right when traveling east on Barn Lane. ",,https://www.hmdb.org/m.asp?m=124240,10/4/2018,1/27/2022
124241,,"St Breward War Memorial",,,,,50.56580,-4.68884,,"St Breward",,"Cornwall","England","It is on Unnamed Road, 0.2 kilometers north of St Breward Village Hall, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124241,10/4/2018,1/27/2022
124244,,"Diamond Jubilee Oak Tree",,,,,50.56584,-4.68884,,"St Breward",,"Cornwall","England","It is on Unnamed Road, 0.1 kilometers north of St Breward Village Hall, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124244,10/4/2018,1/27/2022
124254,,"St Giles’",,,,,51.75737,-1.25945,,"Oxford",,"Oxfordshire","England","It is at the intersection of St Giles' and Pusey Street, on the right when traveling north on St Giles'. ",,https://www.hmdb.org/m.asp?m=124254,10/5/2018,1/27/2022
124255,,"Oxford Martyr’s Memorial",,,1841,,51.75510,-1.25899,,"Oxford",,"Oxfordshire","England","It is at the intersection of Magdalen Street and Beaumont Street, on the right when traveling north on Magdalen Street. ",,https://www.hmdb.org/m.asp?m=124255,10/5/2018,1/27/2022
124256,,"Radcliffe Square",,,,,51.75390,-1.25382,,"Oxford",,"Oxfordshire","England","It is at the intersection of Catte Street and New College Lane, on the right when traveling south on Catte Street. ",,https://www.hmdb.org/m.asp?m=124256,10/5/2018,1/27/2022
124257,,"The Early University",,,,,51.75270,-1.25325,,"Oxford",,"Oxfordshire","England","It is at the intersection of High Street and Catte Street, on the left when traveling east on High Street. ",,https://www.hmdb.org/m.asp?m=124257,10/5/2018,1/27/2022
124258,,"The High Street",,,,,51.75232,-1.25481,,"Oxford",,"Oxfordshire","England","It is at the intersection of High Street and King Edward Street, on the right when traveling east on High Street. ",,https://www.hmdb.org/m.asp?m=124258,10/5/2018,7/7/2022
124270,,"Tirah War Memorial",,,1900,"Second Battalion Oxfordshire Light Infantry",51.75175,-1.26001,,"Oxford",,"Oxfordshire","England","It is at the intersection of New Inn Hall Street and Queen Street, on the left when traveling north on New Inn Hall Street. ",,https://www.hmdb.org/m.asp?m=124270,10/5/2018,1/27/2022
124271,,"Oxfordshire County Council",,,,,51.75188,-1.26128,,"Oxford",,"Oxfordshire","England","It is at the intersection of New Road and Oxford Castle, on the left when traveling west on New Road. ",,https://www.hmdb.org/m.asp?m=124271,10/5/2018,1/27/2022
124272,,"Prison Governor’s House",,,,"The Oxford Preservation Trust",51.75190,-1.26258,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124272,10/5/2018,1/27/2022
124273,,"Archaeology, the Castle Ditch",,,,"The Oxford Preservation Trust",51.75195,-1.26261,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124273,10/5/2018,1/27/2022
124274,,"The Motte and Bailey",,,,"The Oxford Preservation Trust",51.75195,-1.26261,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124274,10/6/2018,1/27/2022
124275,,"The Perimeter Wall",,,,"The Oxford Preservation Trust",51.75183,-1.26288,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124275,10/5/2018,1/27/2022
124276,,"Prison Debtors’ Tower",,,,"The Oxford Preservation Trust",51.75172,-1.26296,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124276,10/5/2018,1/27/2022
124277,,"Prison D Wing",,,,"The Oxford Preservation Trust",51.75168,-1.26330,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124277,10/5/2018,1/27/2022
124308,,"Oxford Castle",,,,,51.75211,-1.26200,,"Oxford",,"Oxfordshire","England","It is at the intersection of New Road and Oxford Castle, on the left when traveling west on New Road. ",,https://www.hmdb.org/m.asp?m=124308,10/6/2018,1/27/2022
124318,,"New Road",,,,,51.75284,-1.26364,,"Oxford",,"Oxfordshire","England","It is at the intersection of New Road and Worcester Street, on the right when traveling west on New Road. ",,https://www.hmdb.org/m.asp?m=124318,10/6/2018,1/27/2022
124319,,"Baptists of Oxford",,,1955,"The Members of New Road Chapel",51.75286,-1.26463,,"Oxford",,"Oxfordshire","England","It is at the intersection of Park End Street and Worcester Street, on the right when traveling west on Park End Street. ",,https://www.hmdb.org/m.asp?m=124319,10/6/2018,1/27/2022
124320,,"Park End Street",,,,,51.75272,-1.26507,,"Oxford",,"Oxfordshire","England","It is at the intersection of Park End Street and Worcester Street, on the right when traveling west on Park End Street. ",,https://www.hmdb.org/m.asp?m=124320,10/6/2018,1/27/2022
124354,,"Oxford War Memorial",,,,,51.75831,-1.26014,,"Oxford",,"Oxfordshire","England","It is at the intersection of St Giles’ and Little Clarendon Street, on the right when traveling north on St Giles’. ",,https://www.hmdb.org/m.asp?m=124354,10/7/2018,1/27/2022
124355,,"The Crown",,,,,51.75220,-1.25845,"59A Cornmarket Street","Oxford",,"Oxfordshire","England","It can be reached from the intersection of Cornmarket Street and Queen Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124355,10/7/2018,1/27/2022
124409,,"Christ Church",,,,,51.74905,-1.25512,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of St Aldate’s (England Route A420) and Rose Place, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=124409,10/8/2018,1/27/2022
124412,,"Reredos Memorial",,,,,51.75025,-1.25723,,"Oxford",,"Oxfordshire","England","It can be reached from St Aldate's (England Route A420) close to  Pembroke Square, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124412,10/8/2018,1/27/2022
124415,,"Great Jewry",,,1931,,51.75132,-1.25716,,"Oxford",,"Oxfordshire","England","It is on St Aldate's (England Route A420) close to  Blue Boar Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=124415,10/8/2018,1/27/2022
124416,,"This Stone",,,1895,,51.75126,-1.25713,,"Oxford",,"Oxfordshire","England","It is at the intersection of St Aldate's (England Route A420) and Blue Boar Street, on the right when traveling north on St Aldate's. ",,https://www.hmdb.org/m.asp?m=124416,10/8/2018,1/27/2022
124417,,"George Claridge Druce",,,,,51.75221,-1.25551,"118 High Street","Oxford",,"Oxfordshire","England","It is at the intersection of High Street and Turl Street, on the right when traveling east on High Street. ",,https://www.hmdb.org/m.asp?m=124417,10/8/2018,1/27/2022
124419,,"Sandford Lock",,,,,51.70833,-1.23300,,"Sandford-on-Thames",,"Oxfordshire","England","It can be reached from The Avenue, 0.6 kilometers east of Sandford Lane, on the left when traveling south. ",,https://www.hmdb.org/m.asp?m=124419,10/8/2018,1/27/2022
124424,,"William Wilkinson",,,,,51.75498,-1.26032,"5 Beaumont St","Oxford",,"Oxfordshire","England","It is at the intersection of Beaumont Street and St Giles’ ( Route A4414), on the right when traveling east on Beaumont Street. ",,https://www.hmdb.org/m.asp?m=124424,10/8/2018,1/27/2022
124426,,"Beaumont Palace",,,,,51.75502,-1.26278,,"Oxford",,"Oxfordshire","England","It is at the intersection of Beaumont Street and Walton Street, on the right when traveling west on Beaumont Street. ",,https://www.hmdb.org/m.asp?m=124426,10/8/2018,1/27/2022
124520,,"Vaulted Well Chamber",,,,,51.75211,-1.26304,,"Oxford",,"Oxfordshire","England","It can be reached from New Road close to  Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124520,10/10/2018,1/27/2022
124521,,"Old County Hall",,,,,51.75189,-1.26200,,"Oxford",,"Oxfordshire","England","It can be reached from the intersection of New Road and Oxford Castle, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=124521,10/10/2018,1/27/2022
124522,,"Victoria Fountain",,,1899,,51.75025,-1.24440,,"Oxford",,"Oxfordshire","England","It is at the intersection of Cowley Place and The Plain, on the left when traveling north on Cowley Place. ",,https://www.hmdb.org/m.asp?m=124522,10/10/2018,1/27/2022
124548,,"John Hewitt",,,,,52.40714,-1.50619,,"Coventry",,"West Midlands","England","It is at the intersection of Jordan Well (Route B4544) and Much Park Street, on the right when traveling west on Jordan Well. ",,https://www.hmdb.org/m.asp?m=124548,10/10/2018,1/27/2022
124554,,"The Council House",,,,,52.40728,-1.50851,,"Coventry",,"West Midlands","England","It is at the intersection of High Street and Earl Street, on the left when traveling east on High Street. ",,https://www.hmdb.org/m.asp?m=124554,10/10/2018,1/27/2022
124560,,"Donald Gibson CBE",,,,,52.40811,-1.51133,"54/56 Broadgate","Coventry",,"West Midlands","England","It can be reached from the intersection of Greyfriar’s Lane and High Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124560,10/10/2018,1/27/2022
124563,,"The Architect’s Vision",,,,,52.40805,-1.51134,"54/56 Broadgate","Coventry",,"West Midlands","England","It can be reached from Greyfriar’s Lane close to  High Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124563,10/10/2018,1/27/2022
124642,,"Dame Ellen Terry",,,,,52.40801,-1.51139,"54/56 Broadgate","Coventry",,"West Midlands","England","It can be reached from the intersection of Greyfriar’s Lane and High Street, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=124642,10/11/2018,1/27/2022
